1000-receipt.jpg,GREEN FIELD 5305 E PACIFIC COAST HWY Long Beach CA 90804 (562) 597-0906 Server: Francis Stat ion: 3 Order #: 69923 Table: B11 Dine In Guests: 2 1 Coffee 2 Lunch 1 Coke 3.00 45.90 3.00 SUB TOTAL: Tax 1: 51.90 4.68 TOTAL: $56.58 5/26/2016 12:53:10 PM THANK YOU! 
1001-receipt.jpg,GRAND LUX-CAFE Roosevelt Field 0480 TABLE 101 #Party 3 STEPHEN R SvrCk: 4 16:43 04/25/15 Coffee Chicken Parmesan Prime Top Sirloin The Bacon-Cheese Burger Coffee 2.95 17.95 25.95 13.95 2.95 Sub Total: Tax: Sub Total: 63.75 5.50 69.25 04/25 17:42 TOTAL: 69.25 Gratuity Not Included Suggested Gratuity: 20% 18% 15% 13.85 12.47 10.39 It's been a pleasure to serve you. Thank you for dining with us 
1002-receipt.jpg,х*********************хX*X*XXXXX** For a Chance to WIN See Back of Receipt Survey Code: 0279-403-2211-1303 (Diganos en Espanol) X****X** 文 Taco Bell 017314 7230 Pendleton Pike Lawrence IN 46226 (317)541-1897 9/1/2016 Order 378752 8:35:38 PM Cashier: DAJA G 1 Power Veg Bowl No Sour Cream No Cheese 1 Rg Orange Crsh Fz 4.99 0.00 0.00 1.99 SubTotal Tax 698 0.63 Total 7.61 7.61 Visa Acct:XXXXXXXX2276 Approval:571883 DRIVE THRU Thank you for visiting! MOBILE ORDERING IS VERE DOWNLOAD THE APP %24 $500 CASH GIVEAWAY ON BACK | $500 CASH GIVEAWAY ON BACK | $500 CASH GIVE AKAY ON BACK | $5 
1003-receipt.jpg,El Gran Mar de Plata 10325 Hammocks Blvd Miami FL 33176 (305) 386-6638 Server: Kayra Stat ion: 10 Order #: 8262 Dine In Bar Tab: Bar Tab » SETTLED « 1 Miller Lite 5.00 SUB TOTAL: Sales Tax: 5.00 0.35 TOTAL: $5.35 Cash Tendered: 5.35 Balance: $0.00 » Ticket #: 35 « Created: 4/20/2017 10:13:17 PM SETTLED: 4/20/2017 10:13:25 PM THANK YOU! wly do I alenys get short Changed I gue yeu 
1004-receipt.jpg,GOLDEN BOWL TERIYAKI 8610 GARFIELD AVE. SOUTH GATE CA. 90280 TEL: (562) 928-8999 REG Manager1 MC: #01 05-18-2019 11: 19 AM 000141 ORDER# 00014 1 $9.39 $1.95 $2. 29 1 #1 CHKN PLATE 1 + AVOCADO 1 MD. DRINK >*HERE TAX TOTAL. CASH CG $1.40 $15.03 $20.00 $4.97 
1005-receipt.jpg,"SASKA'S 3768 Mission Blvd San Diego CA 92109 (858) 488-7311 Server: Sue Table 103/1 Guests: 2 Reprint #: 2 08/15/2017 5:51 PM 10005 Draft Blackhouse ""Cowboy"" 16oz Ribeye Make It Blue Add Lobster CK Manhattan (2 @5.00) Whistle Pig Rye 10yr (2 @20.00) (2)BMOD Up ""Duke"" 16oz Top Sirloin Make It Blue 7.00 45.00 5.00 21.00 10.00 40.00 34.00 5.00 Subtotal Tax 167.00 12.94 Total 179.94 Balance Due 179.94 SUGGESTED TIP BEFORE DISCOUNTS 18% =$30.06 20% = $33.40 22% =$36.74 "
1006-receipt.jpg,Akira 385 RIOW Glenmont NY 12077 618-434-8880 www.aki p.come 2018-11-18 18 s8 34 #37 PICKUP Phil QTY ITEM 1H.Chk Steak(K) Med Noodle Amt $2.00 1 Sushi Deluxe 1 Glenmont Roll 1 Philly R 2 Sp Tuna R $20.75 $15.95 $6.50 $13.00 - Salmon R Subtotal Tax Total: $5.50 $88 65 $6.93 S93.58 Unpaid *** 
1007-receipt.jpg,Katana Sushi 2818 Hewitt Ave Everett WA 98201 425-512-9361 关* Server: Michael C 05/11/18 8:47 PM Check #93 Table D2 Hamachi Collar $12.00 Mega Poke Bowl $17.00 Hamachi Sashimi $12.00 Maguro - Sashimi $11.00 Salmon Sashimi $10.00 3 Sockeye Salmon - Sashimi $36.00 Hamachi Japapeno $12.00 Salmon Collar $10.00 Escolar - Sashimi $11.00 Subtotal $131.00 Tax $12.71 Total $143.71 157.71 *** Thank You for your visit. 
1008-receipt.jpg,Dona Mercedes Restaurant 1030 1/2 San Fernando Rd San Fernando CA 91341 Vero CENTER L 1 CHicharon 3 Pupusa Queso 1 Platanos Orden 1 Diet coke 2 Quesadilla salvadorena $2.25 $6.75 $7.75 $1.50 $4.00 SUBTOTAL: $22.25 TAX: $2.22 TOTAL: $24.47 TIP SUGGESTIONS 18%: $4.40 20%: $4.89 25%: $6.12 Thank You! 
1009-receipt.jpg,LA PASTA Bella Paşta 223 Neuport Ave Pautucket RI 02861 (401) 722-6297 uuu.bellapastaristorante.com Check us put google/Facebook7yelp/Trip Advisor Server: PM BAR P 08/09/19 4:28 PH Table 21 Check #4 Steak Tip Skevers Piatto Gorgonzola Root Beer $12.99 $12.99 $2.50 Şubtotal Tax fotal $28.48 $2.28 $30.76 Check us out on Grub hub and Uber Eats for Delivery!!! Restaurant Hours Sunday 3-000n 8:00om 
